pit_id,meso,conv,meso_rt,pa,diff,name
bolib101,-0.9583171479058991,0.022678658954877425,-1.6050112483270211,6665,-0.9809958068607765,Bobby Donald Bolin
bondj001,-3.353476838333461,-0.72241464428757,-2.8756767488978614,5349,-2.631062194045891,Jeremy Allen Bonderman
boner001,-1.1044442788959856,0.6567730282833347,0.6067812552456697,5634,-1.7612173071793205,Ricardo Ricky Bones
bonhb101,6.709854802062136,5.279455596525519,6.073798097051908,6487,1.4303992055366166,William Gordon Bonham
bonht101,-1.173195893595535,0.05263044671839272,1.4570437604382815,6307,-1.2258263403139278,Ernest Edward Bonham
borbp101,-0.5557262885367127,-1.0109100561797018,1.6639968984409081,4326,0.45518376764298907,Pedro (Rodriguez) Borbon Sr.
boroh101,-1.2697864174454814,-1.1203089504186858,-0.7720076117542117,7284,-0.14947746702679554,Henry Ludwig Borowy
bosic001,-0.2573560801769384,0.10765873444100255,-0.4607869516045892,7225,-0.36501481461794094,Christopher Louis Bosio
bosks001,1.1665949605928667,1.1691254991703048,0.2941426470511045,3854,-0.002530538577438124,Shawn Kealoha Boskie
bosmd101,-2.3835415473939987,-1.7950782363718774,-0.9341332293731408,6644,-0.5884633110221213,Richard Allen Bosman
boswd101,2.2965046805224474,2.7980817849601896,1.9074851852763166,4485,-0.5015771044377422,David Wilson Boswell
bottk001,1.7384700649393874,1.7296334139538112,2.765460706381159,4006,0.008836650985576178,Kent Dennis Bottenfield
boutj101,-1.454994035302473,-1.6281399398046983,0.7441866453565101,5203,0.17314590450222522,James Alan Bouton
bowmj101,3.134737678335,2.1546839935687485,3.2065907070618485,6490,0.9800536847662515,Joseph Emil Bowman
boydm001,1.802647734701472,-0.030243150600728772,0.3550258219225243,4614,1.8328908853022008,Matthew Robert Boyd
boydo001,4.87807352761746,1.9021289551383356,1.5780703915122123,5831,2.975944572479124,Dennis Ray Boyd
